,GraduationYear,FieldofStudy,NFQLevel,Institutions,NumberofGraduates
2507,2011,"Social Sciences, Journalism and Information",NFQ Level 7,Galway-Mayo IT,20
2528,2011,"Social Sciences, Journalism and Information",NFQ Level 8,University College Cork,340
2531,2011,"Social Sciences, Journalism and Information",NFQ Level 8,Dublin City University,130
2532,2011,"Social Sciences, Journalism and Information",NFQ Level 8,Dundalk IT,10
2533,2011,"Social Sciences, Journalism and Information",NFQ Level 8,"Dun Laoghaire Institute of Art, Design and Technology",60
2534,2011,"Social Sciences, Journalism and Information",NFQ Level 8,University College Dublin,290
2535,2011,"Social Sciences, Journalism and Information",NFQ Level 8,Dublin Institute of Technology,10
2536,2011,"Social Sciences, Journalism and Information",NFQ Level 8,Galway-Mayo IT,20
2537,2011,"Social Sciences, Journalism and Information",NFQ Level 8,"National University of Ireland, Galway",100
2539,2011,"Social Sciences, Journalism and Information",NFQ Level 8,University of Limerick,30
2542,2011,"Social Sciences, Journalism and Information",NFQ Level 8,Maynooth University,190
2549,2011,"Social Sciences, Journalism and Information",NFQ Level 8,Trinity College Dublin,210
2551,2011,"Social Sciences, Journalism and Information",NFQ Level 8,Waterford IT,30
2557,2011,"Social Sciences, Journalism and Information",NFQ Level 9,University College Cork,150
2560,2011,"Social Sciences, Journalism and Information",NFQ Level 9,Dublin City University,70
2563,2011,"Social Sciences, Journalism and Information",NFQ Level 9,University College Dublin,120
2564,2011,"Social Sciences, Journalism and Information",NFQ Level 9,Dublin Institute of Technology,50
2566,2011,"Social Sciences, Journalism and Information",NFQ Level 9,"National University of Ireland, Galway",150
2568,2011,"Social Sciences, Journalism and Information",NFQ Level 9,University of Limerick,50
2571,2011,"Social Sciences, Journalism and Information",NFQ Level 9,Maynooth University,20
2578,2011,"Social Sciences, Journalism and Information",NFQ Level 9,Trinity College Dublin,120
2592,2011,"Social Sciences, Journalism and Information",NFQ Level 10,University College Dublin,10
2600,2011,"Social Sciences, Journalism and Information",NFQ Level 10,Maynooth University,10
2607,2011,"Social Sciences, Journalism and Information",NFQ Level 10,Trinity College Dublin,10
2641,2011,"Business, Administration and Law",NFQ Level 6,Athlone IT,60
2646,2011,"Business, Administration and Law",NFQ Level 6,IT Carlow,30
2651,2011,"Business, Administration and Law",NFQ Level 6,Dublin Institute of Technology,140
2654,2011,"Business, Administration and Law",NFQ Level 6,Limerick IT,70
2662,2011,"Business, Administration and Law",NFQ Level 6,IT Sligo,40
2663,2011,"Business, Administration and Law",NFQ Level 6,IT Tallaght,20
2664,2011,"Business, Administration and Law",NFQ Level 6,IT Tralee,20
2667,2011,"Business, Administration and Law",NFQ Level 6,Waterford IT,30
2670,2011,"Business, Administration and Law",NFQ Level 7,Athlone IT,90
2672,2011,"Business, Administration and Law",NFQ Level 7,IT Blanchardstown,30
2673,2011,"Business, Administration and Law",NFQ Level 7,University College Cork,10
2674,2011,"Business, Administration and Law",NFQ Level 7,Cork IT,170
2675,2011,"Business, Administration and Law",NFQ Level 7,IT Carlow,40
2677,2011,"Business, Administration and Law",NFQ Level 7,Dundalk IT,90
2678,2011,"Business, Administration and Law",NFQ Level 7,"Dun Laoghaire Institute of Art, Design and Technology",20
2679,2011,"Business, Administration and Law",NFQ Level 7,University College Dublin,10
2680,2011,"Business, Administration and Law",NFQ Level 7,Dublin Institute of Technology,20
2681,2011,"Business, Administration and Law",NFQ Level 7,Galway-Mayo IT,110
2683,2011,"Business, Administration and Law",NFQ Level 7,Limerick IT,100
2685,2011,"Business, Administration and Law",NFQ Level 7,Letterkenny IT,90
2691,2011,"Business, Administration and Law",NFQ Level 7,IT Sligo,150
2692,2011,"Business, Administration and Law",NFQ Level 7,IT Tallaght,120
2693,2011,"Business, Administration and Law",NFQ Level 7,IT Tralee,40
2696,2011,"Business, Administration and Law",NFQ Level 7,Waterford IT,60
2699,2011,"Business, Administration and Law",NFQ Level 8,Athlone IT,140
2701,2011,"Business, Administration and Law",NFQ Level 8,IT Blanchardstown,50
2702,2011,"Business, Administration and Law",NFQ Level 8,University College Cork,490
2703,2011,"Business, Administration and Law",NFQ Level 8,Cork IT,240
2704,2011,"Business, Administration and Law",NFQ Level 8,IT Carlow,150
2705,2011,"Business, Administration and Law",NFQ Level 8,Dublin City University,390
2706,2011,"Business, Administration and Law",NFQ Level 8,Dundalk IT,180
2707,2011,"Business, Administration and Law",NFQ Level 8,"Dun Laoghaire Institute of Art, Design and Technology",60
2708,2011,"Business, Administration and Law",NFQ Level 8,University College Dublin,560
2709,2011,"Business, Administration and Law",NFQ Level 8,Dublin Institute of Technology,400
2710,2011,"Business, Administration and Law",NFQ Level 8,Galway-Mayo IT,170
2711,2011,"Business, Administration and Law",NFQ Level 8,"National University of Ireland, Galway",620
2712,2011,"Business, Administration and Law",NFQ Level 8,Limerick IT,110
2713,2011,"Business, Administration and Law",NFQ Level 8,University of Limerick,510
2714,2011,"Business, Administration and Law",NFQ Level 8,Letterkenny IT,60
2716,2011,"Business, Administration and Law",NFQ Level 8,Maynooth University,210
2720,2011,"Business, Administration and Law",NFQ Level 8,IT Sligo,180
2721,2011,"Business, Administration and Law",NFQ Level 8,IT Tallaght,160
2722,2011,"Business, Administration and Law",NFQ Level 8,IT Tralee,40
2723,2011,"Business, Administration and Law",NFQ Level 8,Trinity College Dublin,190
2725,2011,"Business, Administration and Law",NFQ Level 8,Waterford IT,290
2728,2011,"Business, Administration and Law",NFQ Level 9,Athlone IT,40
2731,2011,"Business, Administration and Law",NFQ Level 9,University College Cork,150
2732,2011,"Business, Administration and Law",NFQ Level 9,Cork IT,30
2734,2011,"Business, Administration and Law",NFQ Level 9,Dublin City University,270
2735,2011,"Business, Administration and Law",NFQ Level 9,Dundalk IT,20
2737,2011,"Business, Administration and Law",NFQ Level 9,University College Dublin,700
2738,2011,"Business, Administration and Law",NFQ Level 9,Dublin Institute of Technology,340
2739,2011,"Business, Administration and Law",NFQ Level 9,Galway-Mayo IT,20
2740,2011,"Business, Administration and Law",NFQ Level 9,"National University of Ireland, Galway",140
2741,2011,"Business, Administration and Law",NFQ Level 9,Limerick IT,10
2742,2011,"Business, Administration and Law",NFQ Level 9,University of Limerick,140
2743,2011,"Business, Administration and Law",NFQ Level 9,Letterkenny IT,20
2745,2011,"Business, Administration and Law",NFQ Level 9,Maynooth University,80
2751,2011,"Business, Administration and Law",NFQ Level 9,IT Tralee,10
2752,2011,"Business, Administration and Law",NFQ Level 9,Trinity College Dublin,120
2754,2011,"Business, Administration and Law",NFQ Level 9,Waterford IT,60
2760,2011,"Business, Administration and Law",NFQ Level 10,University College Cork,10
2820,2011,"Natural Sciences, Mathematics and Statistics",NFQ Level 6,IT Carlow,10
2828,2011,"Natural Sciences, Mathematics and Statistics",NFQ Level 6,Limerick IT,20
